Logging started ...


1500319000764,e
1500319000935,n
1500319001107,e
1500319001255,k
1500319001481,y
1500319001695,<Enter>
1500319003027,c
1500319003220,o
1500319003414,k
1500319003629,u
1500319003817,b
1500319003941,t
1500319004084,e
1500319004236,e
1500319004362,r
1500319004500,<Enter>
1500319005907,b
1500319006071,o
1500319006261,c
1500319006446,e
1500319006607,n
1500319006736,v
1500319006964,e
1500319007064,r
1500319007314,<Enter>
1500319008715,d
1500319008907,܂
1500319009037,n
1500319009225,i
1500319009391,k
1500319009568,i
1500319009696,܂
1500319009797,r
1500319010004,<Enter>
1500319011432,t
1500319011603,r
1500319011781,܂
1500319011935,b
1500319012048,a
1500319012271,k
1500319012505,u
1500319012681,x
1500319012859,e
1500319012960,b
1500319013055,t
1500319013163,<Enter>
1500319014467,p
1500319014659,e
1500319014885,r
1500319015117,i
1500319015208,o
1500319015402,s
1500319015540,<Enter>
1500319016831,p
1500319016944,܂
1500319017120,f
1500319017551,<BckSp>
1500319017672,r
1500319017898,܂
1500319018117,f
1500319018320,r
1500319018448,܂
1500319018554,p
1500319018661,g
1500319018819,<Enter>
1500319020272,o
1500319020484,p
1500319020615,p
1500319020789,o
1500319020916,r
1500319021102,t
1500319021191,u
1500319021357,b
1500319021496,i
1500319021619,t
1500319021695,y
1500319021900,<Enter>
1500319023453,a
1500319023656,q
1500319023814,u
1500319023997,e
1500319024124,܂
1500319024289,j
1500319024449,k
1500319024655,y
1500319024932,<BckSp>
1500319025038,<BckSp>
1500319025578,y
1500319025810,<Enter>
1500319027096,e
1500319027267,z
1500319027417,܂
1500319027559,n
1500319027658,p
1500319027851,k
1500319027975,e
1500319028117,a
1500319028252,<Enter>
1500319029665,q
1500319029797,u
1500319029901,܂
1500319030065,x
1500319030193,j
1500319030369,<Enter>
1500319031963,p
1500319032055,r
1500319032139,e
1500319032411,h
1500319032625,u
1500319032714,s
1500319032851,i
1500319032948,x
1500319033105,e
1500319033252,<Enter>
1500319034702,t
1500319034849,e
1500319035051,z
1500319035196,t
1500319035426,v
1500319035538,o
1500319035686,o
1500319035837,j
1500319036014,<Enter>
1500319037412,i
1500319037516,b
1500319037624,s
1500319037797,e
1500319037920,d
1500319038029,i
1500319038120,b
1500319038311,i
1500319038441,t
1500319038557,e
1500319038633,k
1500319038820,y
1500319038979,<Enter>
1500319040617,t
1500319040753,o
1500319040838,r
1500319040952,b
1500319041075,܂
1500319041243,s
1500319041381,o
1500319041575,<Enter>
1500319042851,t
1500319042977,e
1500319043084,n
1500319043191,p
1500319043291,e
1500319043371,r
1500319043510,܂
1500319043614,t
1500319043803,u
1500319043903,r
1500319043986,e
1500319044125,<Enter>
1500319045756,s
1500319045905,i
1500319045992,a
1500319046199,t
1500319046512,u
1500319046960,r
1500319047172,v
1500319047324,܂
1500319047467,b
1500319047572,x
1500319047725,e
1500319047874,a
1500319048003,<Enter>
1500319049482,q
1500319049586,u
1500319049826,o
1500319049988,t
1500319050179,܂
1500319050290,t
1500319050419,i
1500319050511,o
1500319050575,b
1500319050716,a
1500319050821,<Enter>
1500319057799,a
1500319057920,u
1500319058057,s
1500319058177,o
1500319058324, 
1500319058498,k
1500319058689,o
1500319058806,f
1500319058913,j
1500319059021,e
1500319059178,y
1500319059338,a
1500319059469, 
1500319059748,-
1500319060045,j
1500319060253,<Enter>

Logging stopped at 1500319060273

